name,ALIGN,EYE,HAIR,SEX,Publisher
Terrance Sorenson (Skrull) (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Thaddeus Destine (Earth-616),Good Characters,,Orange Hair,Male Characters,Marvel
Theo Bomba (Earth-616),,,,Male Characters,Marvel
Tian Mutant (Earth-616),Neutral Characters,,Bald,Male Characters,Marvel
Toros (Skrull) (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Tral (Earth-616),Bad Characters,Red Eyes,Bald,Male Characters,Marvel
Triploid Mutant (Artificial Mutant) (Earth-616),Neutral Characters,,Bald,Male Characters,Marvel
Turner (Earth-616),Bad Characters,White Eyes,Brown Hair,Male Characters,Marvel
Ulysses Lugman (Skrull) (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Valentina Allegra de Fontaine (Skrull) (Earth-616),Bad Characters,Green Eyes,No Hair,Female Characters,Marvel
Wishing Man (Earth-616),Good Characters,Black Eyes,Black Hair,Male Characters,Marvel
Xiong (Earth-616),Good Characters,,White Hair,Male Characters,Marvel
8-Ball II (Earth-616),Bad Characters,,,Male Characters,Marvel
Anton Aubuisson (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Bernice (Earth-616),Neutral Characters,Green Eyes,Auburn Hair,Female Characters,Marvel
Beth Sooner (Earth-616),,,Red Hair,Female Characters,Marvel
Billy Ward (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Bryan Anderson (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Buford Hollis (Skrull) (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Catherine Price (Earth-616),Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Charles Graymalkin (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Cloud Runner (Earth-616),Bad Characters,Red Eyes,,Male Characters,Marvel
Dahrev (Earth-616),Neutral Characters,,Black Hair,Female Characters,Marvel
David Green (Earth-616),Good Characters,,,Male Characters,Marvel
Derrick Richardson (Earth-616),Neutral Characters,,,Male Characters,Marvel
Devil Dinosaur (Skrull) (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Diemoas (Earth-616),,,Bald,Male Characters,Marvel
Dmitri Ivankov (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Dorhun (Earth-616),Good Characters,,,,Marvel
Elias Hudson (Earth-616),Neutral Characters,,,Male Characters,Marvel
Fenn-Ra (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Francis Key (Earth-616),Good Characters,,,Male Characters,Marvel
Frederick Hudson II (Earth-616),Neutral Characters,,,Male Characters,Marvel
Freena (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Freya Shane (Earth-616),Good Characters,,,,Marvel
Gavin (Earth-616),,,Blond Hair,Male Characters,Marvel
Gog (Deity) (Earth-616),Bad Characters,,Grey Hair,Male Characters,Marvel
Grasshopper (Skrull) (Earth-616),Bad Characters,,,Male Characters,Marvel
Grog (Ape-Man) (Earth-616),Bad Characters,Yellow Eyes,Black Hair,Male Characters,Marvel
Grondaar (Earth-616),Good Characters,Red Eyes,Grey Hair,Male Characters,Marvel
Guy Dimond (Earth-616),Good Characters,,,Male Characters,Marvel
Harrald (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Helen Cho (Earth-616),Good Characters,,,Female Characters,Marvel
Hem-Netjer (Earth-616),Bad Characters,Blue Eyes,Bald,Male Characters,Marvel
Henrik Weber (Earth-616),Bad Characters,,,Male Characters,Marvel
Hijack (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Input (Earth-616),Bad Characters,Green Eyes,Black Hair,Male Characters,Marvel
James Jackson (Earth-616),Good Characters,,,Male Characters,Marvel
Jenny Keaton (Earth-616),Good Characters,Blue Eyes,Brown Hair,Female Characters,Marvel
Jianjun (Earth-616),Good Characters,,,Male Characters,Marvel
Joanne Lucas (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
John Hancock (Earth-616),Good Characters,,,Male Characters,Marvel
John Price (Earth-616),Neutral Characters,,Grey Hair,Male Characters,Marvel
John Skinner (Earth-616),Good Characters,,,Male Characters,Marvel
John Warden (Earth-616),,,,Male Characters,Marvel
Josh Atwater (Earth-616),Good Characters,,,Male Characters,Marvel
Julius Dupree (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Korgo (Earth-616),Bad Characters,,,,Marvel
Kren (Earth-616),Neutral Characters,,,Female Characters,Marvel
Kyle Dyne (Earth-616),Good Characters,,,Male Characters,Marvel
Lenny Sirkes (Earth-616),Bad Characters,Yellow Eyes,No Hair,Male Characters,Marvel
Li Park (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Liev-Ra (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Lobo (Skrull) (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Lucas Maats (Earth-616),Good Characters,,,Male Characters,Marvel
Luther Creed (Earth-616),Neutral Characters,,,Male Characters,Marvel
M-1 (Earth-616),Good Characters,,,,Marvel
M-12 (Earth-616),Good Characters,,,,Marvel
M-3 (Earth-616),Good Characters,,,,Marvel
M-5 (Earth-616),Good Characters,,,,Marvel
M-8 (Earth-616),Good Characters,,,,Marvel
Major Samson (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Mary Arnett (Earth-616),Bad Characters,,Blond Hair,Female Characters,Marvel
Mary Price (Earth-616),Neutral Characters,,Grey Hair,Female Characters,Marvel
Max Farrell (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Michael Watts (Earth-616),Bad Characters,,,Male Characters,Marvel
Mictlantecuhtli (Deity) (Earth-616),Neutral Characters,,,Male Characters,Marvel
Molyneux (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Most Perfect Hero (Earth-616),Good Characters,,,Male Characters,Marvel
Nassis (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Nazi Doctor (Legion Personality) (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Nicola Bradley (Earth-616),Neutral Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Ninth Immortal (Earth-616),Good Characters,,,Male Characters,Marvel
Olivia Hooks (Earth-616),,,Blond Hair,Female Characters,Marvel
Opistho (Earth-616),Neutral Characters,Black Eyes,White Hair,Male Characters,Marvel
Patrick Rourke (Earth-616),Bad Characters,Blue Eyes,Bald,Male Characters,Marvel
Philip Cho (Earth-616),Good Characters,,,Male Characters,Marvel
Princess of Clouds (Earth-616),Good Characters,,,Female Characters,Marvel
Proctidae (Earth-616),Good Characters,Black Eyes,White Hair,Female Characters,Marvel
Quoggoth (Earth-616),Bad Characters,,No Hair,,Marvel
Rebecca Barnes (Earth-616),Neutral Characters,,,Female Characters,Marvel
Robert Shaw (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Roger Ramsey (Earth-616),Bad Characters,,,Male Characters,Marvel
Rose Chambers (Earth-616),Neutral Characters,,White Hair,Female Characters,Marvel
Salome (Earth-616),Bad Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Scarab (Earth-616),Bad Characters,Yellow Eyes,No Hair,Female Characters,Marvel
Skin-Bender (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Sky Song (Earth-616),Bad Characters,Red Eyes,,Female Characters,Marvel
Smasher III (Earth-616),Neutral Characters,,,Male Characters,Marvel
Specs (Legion Personality) (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Susa-No-O-Izumo (Earth-616),,,Brown Hair,Male Characters,Marvel
Tangerine (Earth-616),Good Characters,,Orange Hair,Female Characters,Marvel
Tennet (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Thunderer (Earth-616),Good Characters,,,Male Characters,Marvel
Travis Butler (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Tsukiyomi (Earth-616),,,Black Hair,Male Characters,Marvel
Ursula (Nazi) (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Vincent Astor (Earth-616),,,Black Hair,Male Characters,Marvel
Visage (Earth-616),Bad Characters,,,Female Characters,Marvel
Vitana (Earth-616),Neutral Characters,,White Hair,Female Characters,Marvel
William Anthony (Earth-616),Bad Characters,,,Male Characters,Marvel
William Beanes (Earth-616),Good Characters,,,Male Characters,Marvel
Winston Manchester (Skrull) (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Wyatt Ohnn (Earth-616),Neutral Characters,,Brown Hair,Male Characters,Marvel
Yagyu Kojiro (Earth-616),,,Black Hair,Male Characters,Marvel
Zyziwc Tiel (Earth-616),Good Characters,,,,Marvel
115 (Legion Personality) (Earth-616),Neutral Characters,Blue Eyes,White Hair,Female Characters,Marvel
762 (Legion Personality) (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Abu M\u016bs\u0101 J\u0101bir ibn Hayy\u0101n al-Azdi (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Achak (Earth-616),Good Characters,Red Eyes,Black Hair,Male Characters,Marvel
Assistant Watcher (Earth-616),Neutral Characters,Black Eyes,Bald,Male Characters,Marvel
Bill Davis (Earth-616),,,Bald,Male Characters,Marvel
Brank (Earth-616),Bad Characters,White Eyes,No Hair,Male Characters,Marvel
Calvin Cooley (Earth-616),,,Grey Hair,Male Characters,Marvel
Carapace (Earth-616),Neutral Characters,,Black Hair,Female Characters,Marvel
Cassandra Kaufman (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Chetfield Murray (Earth-616),Good Characters,Blue Eyes,Red Hair,Male Characters,Marvel
Chosk-Dynn (Earth-616),Bad Characters,,,Male Characters,Marvel
Clovis Maines (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Cody Twain (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Crone (Earth-616),Neutral Characters,Brown Eyes,White Hair,Female Characters,Marvel
Cronk (Earth-616),Bad Characters,Yellow Eyes,Bald,Male Characters,Marvel
Cteno (Earth-616),Good Characters,Orange Eyes,No Hair,Male Characters,Marvel
Darlene (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Declan McGuinness (Earth-616),Bad Characters,Green Eyes,Black Hair,Male Characters,Marvel
Dendrok (Earth-616),Good Characters,White Eyes,No Hair,Male Characters,Marvel
Deputy Charlie (Earth-616),Bad Characters,Brown Eyes,Blond Hair,Male Characters,Marvel
Doctor Satan (Earth-616),Bad Characters,,,Male Characters,Marvel
Drowning Shadow (Earth-616),Bad Characters,Red Eyes,,Male Characters,Marvel
El-Ta (Earth-616),Neutral Characters,,Bald,Female Characters,Marvel
Elphane (Earth-616),Good Characters,Blue Eyes,Blue Hair,Female Characters,Marvel
Eos (Deity) (Earth-616),Good Characters,Gold Eyes,Blond Hair,Female Characters,Marvel
Gannon (Earth-616),Neutral Characters,Brown Eyes,White Hair,Male Characters,Marvel
Glitch (Earth-616),Neutral Characters,Blue Eyes,Red Hair,Female Characters,Marvel
Hathor (Earth-616),Good Characters,,,Female Characters,Marvel
Helene St. Just (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Horodowsky (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Huang Qiaolian (Earth-616),Bad Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Husni (Earth-616),Good Characters,,Bald,Male Characters,Marvel
Igor Vanko (Earth-616),Neutral Characters,Green Eyes,Red Hair,Male Characters,Marvel
Imhotep (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Iron Comrade (Earth-616),Bad Characters,,,,Marvel
Jason (Siege Character) (Earth-616),Good Characters,,,Male Characters,Marvel
Jason Halloway (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Jeffrey Winstone (Earth-616),Good Characters,Red Eyes,No Hair,Male Characters,Marvel
Jimmy (Broxton) (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Joe Karnelli (Earth-616),Bad Characters,,,Male Characters,Marvel
Karl (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Karl Lykos (Brood Clone) (Earth-616),Bad Characters,Black Eyes,Bald,Male Characters,Marvel
Klaus Fuchs (Earth-616),Neutral Characters,,Brown Hair,Male Characters,Marvel
Korda (Earth-616),,,,,Marvel
Koru Kaviti (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Krakoa (Brood Clone) (Earth-616),Bad Characters,Green Eyes,No Hair,,Marvel
Kyte (Earth-616),Bad Characters,Purple Eyes,,Female Characters,Marvel
Leo Zimm (Earth-616),Bad Characters,Yellow Eyes,Black Hair,Male Characters,Marvel
Leon Matheson (Earth-616),Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Liam Cassidy (Earth-616),Good Characters,,,Male Characters,Marvel
Lifecode (Earth-616),Bad Characters,Red Eyes,Black Hair,Female Characters,Marvel
Louise Spalding (Earth-616),Good Characters,Green Eyes,Red Hair,Female Characters,Marvel
Malachy Quinn (Earth-616),,,,Male Characters,Marvel
Matchstick Girl (Earth-616),Neutral Characters,Green Eyes,Red Hair,Female Characters,Marvel
Mato (Earth-616),Neutral Characters,Brown Eyes,Bald,Male Characters,Marvel
Mayzen (Earth-616),Good Characters,Blue Eyes,,Male Characters,Marvel
Melgorno (Earth-616),,,,,Marvel
Mentor (Female) (Earth-616),Good Characters,,No Hair,Female Characters,Marvel
Milla (Earth-616),,,Blond Hair,Female Characters,Marvel
Mister Y (Earth-616),Neutral Characters,Green Eyes,Black Hair,Male Characters,Marvel
Morgan (Dream Realm) (Earth-616),Neutral Characters,,Blond Hair,Female Characters,Marvel
Mr. Cohuelo (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Mrs. Cohuelo (Earth-616),Good Characters,,Brown Hair,Female Characters,Marvel
Mrs. Spalding (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Ms. Puck-Man (Earth-616),Good Characters,,,Female Characters,Marvel
Musere (Earth-616),Neutral Characters,,,Male Characters,Marvel
Nagenda (Earth-616),Neutral Characters,,,Male Characters,Marvel
Nareema (Earth-616),Good Characters,,Bald,Female Characters,Marvel
Night Witch (Earth-616),Bad Characters,,Brown Hair,Female Characters,Marvel
Orblog (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Orlaa (Earth-616),Neutral Characters,,,,Marvel
Otto (SS) (Earth-616),Bad Characters,,,Male Characters,Marvel
Owen McGuinness (Earth-616),,,Grey Hair,Male Characters,Marvel
Paulo Munoz (Earth-616),Bad Characters,,,Male Characters,Marvel
Piedra Dura (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Porphyr (Earth-616),Good Characters,Blue Eyes,White Hair,Male Characters,Marvel
Poser (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Professor Lawson (Earth-616),Bad Characters,,,Male Characters,Marvel
Protector (1940s) (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Protector-Bot (Earth-616),Bad Characters,Purple Eyes,No Hair,,Marvel
Puck-Man (Earth-616),Good Characters,,,Male Characters,Marvel
Raankor (Earth-616),Bad Characters,,Grey Hair,Male Characters,Marvel
Ram Metunga (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Sheba Sugarfangs (Earth-616),Neutral Characters,Red Eyes,Brown Hair,Female Characters,Marvel
Sheriff Dale (Earth-616),Bad Characters,Brown Eyes,White Hair,Male Characters,Marvel
Sleeping Mist (Earth-616),Bad Characters,Red Eyes,,Male Characters,Marvel
Smicky (Earth-616),Neutral Characters,Blue Eyes,No Hair,Male Characters,Marvel
Strel (Earth-616),Bad Characters,Green Eyes,,,Marvel
Tejpal Gavaskar (Earth-616),Neutral Characters,,,Male Characters,Marvel
The Eyeball (Earth-616),Bad Characters,Blue Eyes,No Hair,,Marvel
Thela (Earth-616),Bad Characters,Yellow Eyes,Red Hair,Female Characters,Marvel
Thetis (Earth-616),Good Characters,Green Eyes,Green Hair,Female Characters,Marvel
Tito Falcon (Earth-616),Bad Characters,Black Eyes,Black Hair,Male Characters,Marvel
Tod Kaufman (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Undar (Earth-616),,Brown Eyes,Brown Hair,Male Characters,Marvel
Verg (Earth-616),Neutral Characters,Red Eyes,No Hair,Male Characters,Marvel
Virilian (Earth-616),Bad Characters,Red Eyes,Brown Hair,Male Characters,Marvel
Voltar (Earth-616),Neutral Characters,,,Male Characters,Marvel
Waya (Earth-616),Neutral Characters,Red Eyes,Black Hair,Female Characters,Marvel
William Kinmont (Earth-616),Neutral Characters,,Grey Hair,Male Characters,Marvel
Woodward Himes (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
181 (Legion Personality) (Earth-616),Neutral Characters,,,,Marvel
933 (Legion Personality) (Earth-616),Neutral Characters,,,,Marvel
Abomination (Morlock) (Earth-616),Neutral Characters,Blue Eyes,No Hair,Male Characters,Marvel
Alice Terrel (Earth-616),Good Characters,Blue Eyes,Grey Hair,Female Characters,Marvel
Ambur Amaquelin (Earth-616),,Blue Eyes,Red Hair,Female Characters,Marvel
Annie Coleman (Earth-616),,,Brown Hair,Female Characters,Marvel
Archimedes (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Arnim Zola 4.2.3 (Earth-616),Bad Characters,,No Hair,Male Characters,Marvel
Arris (Earth-616),Neutral Characters,Blue Eyes,No Hair,Male Characters,Marvel
August Hirt (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Backhand (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Big Roy (Earth-616),Bad Characters,,,Male Characters,Marvel
Bluzia (Earth-616),Good Characters,Grey Eyes,Grey Hair,Female Characters,Marvel
Boreas (Earth-616),Neutral Characters,,White Hair,Male Characters,Marvel
Brian Cole (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Byrd (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Byte (Gammadroid) (Earth-616),Bad Characters,,No Hair,,Marvel
Carlos Ayala (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Cassandra Michaels (Earth-616),,,Black Hair,Female Characters,Marvel
Charles Davies (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Charlie Stokes (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Curtis Nolan (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
David Rickford (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Delphic (Legion Personality) (Earth-616),Neutral Characters,White Eyes,Black Hair,Female Characters,Marvel
Den Vakre (Earth-616),Bad Characters,Green Eyes,,Female Characters,Marvel
Doc (Guardsman) (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Dolores Downing (Earth-616),,,,Female Characters,Marvel
Edmund (Guardian Editor) (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Emmett (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Emmie Stevens (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Enaku (Earth-616),Neutral Characters,Red Eyes,Bald,Male Characters,Marvel
Ertzia (Earth-616),Neutral Characters,,Bald,Male Characters,Marvel
Ferid Ekmecic (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Flare (Earth-616),Bad Characters,White Eyes,Blue Hair,Female Characters,Marvel
Garrity (Earth-616),Bad Characters,Red Eyes,,Male Characters,Marvel
Geza (Earth-616),Bad Characters,Red Eyes,,Male Characters,Marvel
Gin Goh (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Grain Belt (Earth-616),Good Characters,,,Male Characters,Marvel
Gwendolyne Stacy (Abby-L) (Earth-616),Neutral Characters,,Blond Hair,Female Characters,Marvel
Hayes (Earth-616),Good Characters,,Blond Hair,Male Characters,Marvel
Hecara (Earth-616),Neutral Characters,,Red Hair,Female Characters,Marvel
Huang (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Indali (Earth-616),Bad Characters,White Eyes,Black Hair,Female Characters,Marvel
Iroxx (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Jakkaru (Earth-616),Bad Characters,Black Eyes,Black Hair,Male Characters,Marvel
Jennifer Grimaldi (Earth-616),Good Characters,Green Eyes,Red Hair,Female Characters,Marvel
Jennifer Monroe (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Johnny Gomorrah (Legion Personality) (Earth-616),Neutral Characters,White Eyes,White Hair,Male Characters,Marvel
Judy Lyman (Earth-616),Neutral Characters,,Brown Hair,Female Characters,Marvel
Kasim (Earth-616),Good Characters,Blue Eyes,White Hair,Male Characters,Marvel
Kelly (Healer) (Earth-616),Neutral Characters,Green Eyes,Brown Hair,Female Characters,Marvel
Kerwin Stockwell (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Kluh (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Kurod Ormaon (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Lanie (Earth-616),Good Characters,,Brown Hair,Female Characters,Marvel
Laurent (Earth-616),Bad Characters,Black Eyes,White Hair,Male Characters,Marvel
Legate (Earth-616),Bad Characters,Red Eyes,Black Hair,Male Characters,Marvel
Leo Jacobson (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Leonard Gary (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Lord Kodo (Earth-616),,,Grey Hair,Male Characters,Marvel
Lynn Richards (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Madame (Earth-616),Bad Characters,,Black Hair,Female Characters,Marvel
Madu (Earth-616),Bad Characters,,No Hair,Male Characters,Marvel
Magnetic Man (Earth-616),Neutral Characters,Black Eyes,Black Hair,Male Characters,Marvel
Major Stephenson (Earth-616),Good Characters,Blue Eyes,Grey Hair,Male Characters,Marvel
Malcolm Monroe (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Maureen (Mutant) (Earth-616),,,Black Hair,Female Characters,Marvel
Maya Benjamin (Earth-616),Neutral Characters,Green Eyes,Brown Hair,Female Characters,Marvel
Meadowlark (Earth-616),Good Characters,,,Male Characters,Marvel
Michael Bloomberg (Earth-616),Neutral Characters,Brown Eyes,Grey Hair,Male Characters,Marvel
Mignonette Gotlib (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Nolor (Earth-616),,,,Male Characters,Marvel
Orb (Neo) (Earth-616),Bad Characters,Red Eyes,No Hair,Male Characters,Marvel
Palmer Adley (Earth-616),,Blue Eyes,Blond Hair,Male Characters,Marvel
Phil (Stamford resident) (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Pillar (Earth-616),Bad Characters,White Eyes,No Hair,Male Characters,Marvel
Pioneer (Earth-616),Good Characters,,,Female Characters,Marvel
Poi (Earth-616),Good Characters,Green Eyes,Blond Hair,Female Characters,Marvel
Quelin (Earth-616),Good Characters,Black Eyes,Black Hair,Male Characters,Marvel
Red Webo (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Reginald Harris (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Repulse (Earth-616),Bad Characters,,Black Hair,Female Characters,Marvel
Robert Martin (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Ronald (Mutant) (Earth-616),Neutral Characters,Grey Eyes,Black Hair,Male Characters,Marvel
Ryuhei Kodo (Earth-616),,,Black Hair,Male Characters,Marvel
Sandra Murphy (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Seer (Serpent) (Earth-616),Bad Characters,Red Eyes,White Hair,Male Characters,Marvel
Shahrazad Rafiee (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Shapur II (Earth-616),Neutral Characters,,,Male Characters,Marvel
Sin-Eater (Earth-616),Bad Characters,Red Eyes,Red Hair,Female Characters,Marvel
Sinew (Neo) (Earth-616),Bad Characters,White Eyes,Black Hair,Male Characters,Marvel
Singularity (Neo) (Earth-616),Bad Characters,,Purple Hair,Male Characters,Marvel
Siri Ullall (Earth-616),Good Characters,Green Eyes,Black Hair,Female Characters,Marvel
Sofia di Cosimo (Earth-616),,,,Female Characters,Marvel
Stare (Earth-616),Bad Characters,White Eyes,Black Hair,Male Characters,Marvel
Steve (Teenage Hero) (Earth-616),Good Characters,,Blond Hair,Male Characters,Marvel
Stone Colossus (Earth-616),Neutral Characters,Red Eyes,,Male Characters,Marvel
Sunflower (Earth-616),Good Characters,,,Male Characters,Marvel
Suzume (Earth-616),Good Characters,Black Eyes,Black Hair,Female Characters,Marvel
Tan (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Teller (Earth-616),Bad Characters,Red Eyes,Pink Hair,Male Characters,Marvel
Terrence (Earth-616),Good Characters,Brown Eyes,White Hair,Male Characters,Marvel
Thrann (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Tiki (Earth-616),Good Characters,,White Hair,Male Characters,Marvel
Topeka (Earth-616),Good Characters,,,Male Characters,Marvel
Transisto-Mech (Earth-616),Good Characters,Red Eyes,No Hair,,Marvel
Two-ton (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Vorster (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Walter Coleman (Earth-616),,,Blond Hair,Male Characters,Marvel
Weston Minkovitch (Earth-616),Neutral Characters,,Blond Hair,Male Characters,Marvel
William Boddicker (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Wongus (Earth-616),Good Characters,Grey Eyes,No Hair,Male Characters,Marvel
Wyatt McDonald (Zombie Clone) (Earth-616),Bad Characters,,,Male Characters,Marvel
Zeeshan (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Zel Credo (Earth-616),Bad Characters,Green Eyes,Bald,Male Characters,Marvel
Adriana Soria (Princess) (Earth-616),Bad Characters,Yellow Eyes,Black Hair,Female Characters,Marvel
Ah-Muzencab (Earth-616),,Black Eyes,,Male Characters,Marvel
All-Blud (Earth-616),Neutral Characters,,No Hair,Male Characters,Marvel
Alpha Achromic (Earth-616),Good Characters,,,Male Characters,Marvel
Arnold Dane (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Atticus Trask (Earth-TRN361),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Edmund Heines (Earth-616),,,Brown Hair,Male Characters,Marvel
Eva (Earth-616),Neutral Characters,Blue Eyes,Red Hair,Female Characters,Marvel
Flashfire (Hatchitech) (Earth-616),Bad Characters,,,Male Characters,Marvel
Gareth Cargill (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Gur (Earth-616),Good Characters,,,Male Characters,Marvel
Hoggscarr (Earth-616),Neutral Characters,,No Hair,Male Characters,Marvel
Innsbruck the Planner (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Insignia (Earth-616),Good Characters,Blue Eyes,,Male Characters,Marvel
Judex (Earth-616),,,Black Hair,Male Characters,Marvel
Krawskin (Earth-616),Neutral Characters,,No Hair,Male Characters,Marvel
