name,ALIGN,EYE,HAIR,SEX,Publisher
Kreddik (Earth-616),Neutral Characters,Green Eyes,No Hair,Male Characters,Marvel
Kronaster Sintariis (Earth-616),Bad Characters,Yellow Eyes,No Hair,Male Characters,Marvel
Kusek (Earth-616),Neutral Characters,,No Hair,Male Characters,Marvel
Lament (Earth-616),Bad Characters,,,Female Characters,Marvel
Lau (Earth-616),Bad Characters,Black Eyes,Black Hair,Male Characters,Marvel
Liu Wo-Han (Earth-616),Neutral Characters,Black Eyes,Black Hair,Male Characters,Marvel
Magma (Sven) (Earth-616),Good Characters,,White Hair,Male Characters,Marvel
Manat (Earth-616),Neutral Characters,,No Hair,Male Characters,Marvel
Mary Rina (Heroes Reborn) (Earth-616),Good Characters,,,Female Characters,Marvel
Master Monarch (Earth-616),Neutral Characters,,,Male Characters,Marvel
Michka Rose (Heroes Reborn) (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Millennium Monarch (Earth-616),Good Characters,Yellow Eyes,,Female Characters,Marvel
Morph (First Line) (Earth-616),Good Characters,,No Hair,Male Characters,Marvel
Mr. Greepy (Earth-616),Bad Characters,,,,Marvel
Mrs. Shaw (Earth-616),,,,Female Characters,Marvel
Nelet Pa (Earth-616),Neutral Characters,White Eyes,Grey Hair,Male Characters,Marvel
Nighteyes (Eric) (Earth-616),Bad Characters,White Eyes,Blond Hair,Male Characters,Marvel
Obadiah Shaw (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Otis Matthews (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Parson (Heroes Reborn) (Earth-616),Bad Characters,,,Male Characters,Marvel
Patrick Clemens (Earth-616),,,,Male Characters,Marvel
Positron (Veronica) (Earth-616),,,White Hair,Female Characters,Marvel
Psykos (Earth-616),Good Characters,Red Eyes,Bald,Male Characters,Marvel
Quisling (Inner Guard) (Earth-616),,Red Eyes,No Hair,,Marvel
Reaper (Demon) (Earth-616),Bad Characters,Yellow Eyes,No Hair,Male Characters,Marvel
Rebound (Earth-616),Good Characters,,,Female Characters,Marvel
Reflex (First Line) (Earth-616),Good Characters,,Blond Hair,Male Characters,Marvel
Requiem (Earth-616),Bad Characters,Yellow Eyes,Black Hair,Male Characters,Marvel
Riot-Act (Earth-616),Good Characters,,Bald,Female Characters,Marvel
Rochelle LeBeau (Earth-616),Neutral Characters,,,Female Characters,Marvel
Rumor (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Sabre (Mutant) (Earth-616),,,Blond Hair,Male Characters,Marvel
Sarah Shaw (Earth-616),Good Characters,,,Female Characters,Marvel
Sariel (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Semijan (Earth-616),,,,Male Characters,Marvel
Seth (Neo) (Earth-616),Bad Characters,,,Male Characters,Marvel
Shamrock (SHE) (Earth-616),Good Characters,,,Male Characters,Marvel
Sketch (Earth-616),Good Characters,,,Female Characters,Marvel
Squire (Earth-616),Good Characters,,Red Hair,Male Characters,Marvel
Stanley Klein (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Static (Neo) (Earth-616),Bad Characters,White Eyes,Black Hair,Female Characters,Marvel
Sterling (Heroes Reborn) (Earth-616),Good Characters,,,Male Characters,Marvel
Suyin King (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Tariel (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Torque (Twisted Sisters) (Earth-616),,,,Female Characters,Marvel
Tricolore (Yvette) (Earth-616),Good Characters,,Brown Hair,Female Characters,Marvel
Typhoon (Lost Generation) (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Waltham Pierce (Earth-616),,Brown Eyes,Blond Hair,Male Characters,Marvel
Wibbow (Earth-616),Neutral Characters,Black Eyes,Green Hair,Male Characters,Marvel
Amy Stringer (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Andrew Benedict (Earth-616),Neutral Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Angela Barbato (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Ao Jun (Earth-616),,,,Male Characters,Marvel
Arthur Swift (Earth-616),Neutral Characters,,Brown Hair,Male Characters,Marvel
Bloodwing (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Bonita (Earth-616),Neutral Characters,Blue Eyes,Auburn Hair,Female Characters,Marvel
Browning (Earth-616),,Brown Eyes,Brown Hair,Male Characters,Marvel
Bruce Greenwood (Earth-1610),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Bruno (Earth-616),Bad Characters,,,Male Characters,Marvel
Chelwid (Earth-616),,Blue Eyes,Blue Hair,Male Characters,Marvel
Cirlio Crisologo (Earth-616),Good Characters,Red Eyes,No Hair,Male Characters,Marvel
Clive Vickers (Earth-616),Neutral Characters,,Brown Hair,Male Characters,Marvel
Cole (Neanderthal) (Earth-616),Good Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Compound (Earth-616),,,No Hair,Male Characters,Marvel
Corak (Earth-616),Bad Characters,,,Male Characters,Marvel
Corben (Earth-616),Bad Characters,,Bald,Female Characters,Marvel
Cyclops (Tunnel Dwellers) (Earth-616),Good Characters,One Eye,Bald,Male Characters,Marvel
Denham (Earth-616),,Brown Eyes,Blond Hair,Male Characters,Marvel
Erik Hallgrimsson (Earth-616),Good Characters,Orange Eyes,No Hair,Male Characters,Marvel
Explosa (Earth-616),Bad Characters,Brown Eyes,Blond Hair,Female Characters,Marvel
Gertrude Hunter (Earth-616),Neutral Characters,,Blond Hair,Female Characters,Marvel
Gloria Knoblach (Earth-616),Neutral Characters,,Brown Hair,Female Characters,Marvel
Gordon Phillips (Earth-616),Neutral Characters,,Grey Hair,Male Characters,Marvel
Gort (Neanderthal) (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Gunmetal Gray (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Hans Knoblach (Earth-616),Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Headhunter (Bloodsport) (Earth-616),Bad Characters,,,Male Characters,Marvel
Jess Patton (Earth-616),,Brown Eyes,Blond Hair,Female Characters,Marvel
Jim Washington (Earth-1610),Bad Characters,,Bald,Male Characters,Marvel
John Jones (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Kiza (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
LaFronce Bennett (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Lonnie Ranger (Earth-616),,,,Male Characters,Marvel
Malevolence (Earth-616),Bad Characters,White Eyes,No Hair,Male Characters,Marvel
Marabeth (Earth-616),Bad Characters,Black Eyes,Brown Hair,Female Characters,Marvel
Molgotha (Earth-616),Bad Characters,,,Male Characters,Marvel
Morcan (Earth-616),Bad Characters,Black Eyes,Black Hair,Male Characters,Marvel
One-Eye (Neanderthal) (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Phemous (Earth-616),Bad Characters,One Eye,No Hair,Male Characters,Marvel
Rogers (Earth-616),Neutral Characters,,,Male Characters,Marvel
Scree (Earth-616),Neutral Characters,Black Eyes,Grey Hair,Male Characters,Marvel
Serestus (Earth-616),Bad Characters,Green Eyes,,Male Characters,Marvel
Sergei Rose (Earth-616),Good Characters,,,Male Characters,Marvel
Skarabrous the Stalker,,,,Male Characters,Marvel
Tar-Vash (Earth-616),Bad Characters,,,Male Characters,Marvel
Taras Vol (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Ted Wertz (Earth-616),,,,Male Characters,Marvel
Tyrus Krill (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Vampyr (Earth-616),Neutral Characters,Black Eyes,Black Hair,Male Characters,Marvel
Vernon Reaves (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Victor (Earth-616),Bad Characters,,,Male Characters,Marvel
Warp Savant (Earth-616),Bad Characters,Blue Eyes,Blue Hair,Male Characters,Marvel
William (Mutant) (Earth-616),Neutral Characters,White Eyes,Grey Hair,Male Characters,Marvel
Adewale Ekoku (Earth-616),Good Characters,Brown Eyes,Bald,Male Characters,Marvel
Aislinn (Earth-616),,,,Female Characters,Marvel
Anders Nobel (Earth-616),Good Characters,,No Hair,Male Characters,Marvel
Ankhi Gottberg (Earth-616),Neutral Characters,Blue Eyes,Bald,Female Characters,Marvel
Arlo Summers (Earth-616),Neutral Characters,Yellow Eyes,No Hair,Male Characters,Marvel
Askalan (Earth-616),,,,Male Characters,Marvel
Aunt Hazel (Earth-616),,,Grey Hair,Female Characters,Marvel
Bert (Origin) (Earth-616),,,Red Hair,Male Characters,Marvel
Bloc (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Cedric Crichton (Earth-616),Good Characters,,,Male Characters,Marvel
Chela (Earth-616),Bad Characters,Black Eyes,Black Hair,Male Characters,Marvel
Cherry (NYPD) (Earth-616),Neutral Characters,,Brown Hair,Male Characters,Marvel
Chuck Self (Earth-616),,,,Male Characters,Marvel
Cordon (Earth-616),,,,Male Characters,Marvel
Corporal Animal (Earth-616),Bad Characters,,Red Hair,Male Characters,Marvel
Dan Strom (Earth-616),Neutral Characters,,Brown Hair,Male Characters,Marvel
Dana Holmes (Earth-616),Good Characters,,Bald,Female Characters,Marvel
Daniel Wyzcenko (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Dave Finn (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
David Montgomery (Earth-616),,,,Male Characters,Marvel
Doctor Pow (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Doctor Rogan (Earth-616),,,Grey Hair,Male Characters,Marvel
Duncan Sebast (Earth-616),,,Brown Hair,Male Characters,Marvel
Eleanor Sanford (Earth-616),Good Characters,,Red Hair,Female Characters,Marvel
Erik Nicieza (Earth-616),Neutral Characters,,Red Hair,Male Characters,Marvel
Fred (Origin) (Earth-616),,,Black Hair,Male Characters,Marvel
Frida Rivera (Earth-616),Good Characters,Blue Eyes,Yellow Hair,Female Characters,Marvel
Gilbert Lipchitz (Earth-616),Bad Characters,,,Male Characters,Marvel
Hank Zlotty (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Ian Whippingham (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Ikeda Honda (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Jane Smythe (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Jared (Earth-616),,,Brown Hair,Male Characters,Marvel
Jason Treemont (Earth-616),Neutral Characters,,Grey Hair,Male Characters,Marvel
Jocasta Frost (Earth-616),Neutral Characters,,,Female Characters,Marvel
Joel Haines (Earth-616),,,Black Hair,Male Characters,Marvel
Johann (Earth-616),,,Brown Hair,Male Characters,Marvel
Jorrsk (Earth-616),Good Characters,White Eyes,,Male Characters,Marvel
Juliana Jararaca (Earth-616),Neutral Characters,Brown Eyes,Blond Hair,Female Characters,Marvel
Jymrsk (Earth-616),Good Characters,,Red Hair,Male Characters,Marvel
Kate Cooke (Earth-616),,,Red Hair,Female Characters,Marvel
Kenneth Flogg (Earth-616),Bad Characters,,Grey Hair,Male Characters,Marvel
Lazarus Ganglion (Earth-616),Neutral Characters,Red Eyes,Brown Hair,Male Characters,Marvel
Linga (Earth-616),,,Black Hair,Female Characters,Marvel
Lucy Priest (Earth-616),Good Characters,,Blond Hair,Female Characters,Marvel
Lyle Crawford (Earth-616),Bad Characters,,Bald,Male Characters,Marvel
Mahmud Abbouthalima (Earth-616),Bad Characters,,,Male Characters,Marvel
Malcolm Whitman (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Marvin Krolnek (Earth-616),Bad Characters,,,Male Characters,Marvel
Matt Corbin (Earth-616),Neutral Characters,Black Eyes,,Male Characters,Marvel
Mistur (Earth-616),,Yellow Eyes,No Hair,Male Characters,Marvel
Moira Gray (Earth-616),Neutral Characters,,Black Hair,Female Characters,Marvel
Ms. Fingers (Earth-616),Bad Characters,Red Eyes,Pink Hair,Female Characters,Marvel
Mud-Ah (Earth-616),,,No Hair,Male Characters,Marvel
Mutant Cat (Earth-616),,Yellow Eyes,Brown Hair,Female Characters,Marvel
Nanci Koric (Earth-616),,Blue Eyes,Blond Hair,Female Characters,Marvel
Nasya Ehrlich (Earth-11052),Good Characters,Blue Eyes,Auburn Hair,Female Characters,Marvel
Nate (Earth-616),,,Brown Hair,Male Characters,Marvel
Neodymium (Element) (Earth-616),Bad Characters,Red Eyes,No Hair,,Marvel
Noboru (Earth-616),Bad Characters,Brown Eyes,Grey Hair,Male Characters,Marvel
Oink (Earth-616),,,Blond Hair,Male Characters,Marvel
Omega (Thanosi) (Earth-616),Bad Characters,,,Male Characters,Marvel
Optoman (Earth-616),Good Characters,,,Male Characters,Marvel
Oracle (O-Force) (Earth-616),Good Characters,,,Female Characters,Marvel
Orchid (O-Force) (Earth-616),Good Characters,Blue Eyes,Green Hair,Female Characters,Marvel
Orifice (Earth-616),,,Black Hair,Male Characters,Marvel
Ozone (Earth-616),Good Characters,,No Hair,Male Characters,Marvel
Philip Betbeze (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Phisherman (Earth-616),Neutral Characters,Blue Eyes,Red Hair,Male Characters,Marvel
Platinum (Element) (Earth-616),Bad Characters,,No Hair,,Marvel
Poppa (Earth-616),Bad Characters,,No Hair,Male Characters,Marvel
Renata Da Lima (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Richard Jones (Impersonator) (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Riek Bukenya (Earth-616),Neutral Characters,Black Eyes,Black Hair,Male Characters,Marvel
Ruth Durie (Earth-616),Good Characters,,Blond Hair,Female Characters,Marvel
Ruthenium (Element) (Earth-616),Bad Characters,,No Hair,,Marvel
Sandorr (Earth-616),,Yellow Eyes,,Male Characters,Marvel
Scales (Earth-616),Bad Characters,Black Eyes,No Hair,Male Characters,Marvel
Schism (Earth-616),Neutral Characters,,,,Marvel
Secco (Earth-616),Neutral Characters,,No Hair,Male Characters,Marvel
Seiji Honda (Earth-616),Good Characters,Green Eyes,Brown Hair,Male Characters,Marvel
Senso (Earth-616),Neutral Characters,,No Hair,,Marvel
Shocker 666 (Earth-616),Bad Characters,,,Male Characters,Marvel
Sigmund Freud (Earth-616),Good Characters,,Grey Hair,Male Characters,Marvel
Slaughter (Earth-616),Bad Characters,Black Eyes,No Hair,Male Characters,Marvel
Sonny Bean (Earth-616),,,No Hair,Male Characters,Marvel
Spud (Earth-616),Bad Characters,Black Eyes,No Hair,Male Characters,Marvel
Stan Collins (Earth-616),Good Characters,,,Male Characters,Marvel
Taran (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Tarantula (Runaways) (Earth-616),Bad Characters,,,Male Characters,Marvel
Ted (Origin) (Earth-616),,,Bald,Male Characters,Marvel
The Shade (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Thiago Piranha (Earth-616),Neutral Characters,Black Eyes,Black Hair,Male Characters,Marvel
Third Rail (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Thomas Adkins (Earth-616),,,,Male Characters,Marvel
Thomas Williams (Earth-616),Neutral Characters,Black Eyes,,Male Characters,Marvel
Timmy Glenn (Earth-616),Good Characters,White Eyes,White Hair,Male Characters,Marvel
Tom Metellus (Earth-616),Bad Characters,Brown Eyes,White Hair,Male Characters,Marvel
Tony Robb (Earth-616),Good Characters,,,Male Characters,Marvel
Trois (Earth-616),Bad Characters,Black Eyes,Black Hair,Female Characters,Marvel
Vicki of Humbabu (Earth-616),Good Characters,,Brown Hair,Female Characters,Marvel
Victoria Anderson (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
X (Thanosi) (Earth-616),Bad Characters,,,Male Characters,Marvel
Xande (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Yorkie Mitchell (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Yoshi (Earth-616),Neutral Characters,Black Eyes,Black Hair,Male Characters,Marvel
Aamir (Earth-616),,,Black Hair,Male Characters,Marvel
Agrimet (Earth-616),,,,Male Characters,Marvel
Akaje (Earth-616),,,,Male Characters,Marvel
Angela (FBI) (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Atar (Earth-616),,,Brown Hair,Male Characters,Marvel
Boss (FBI) (Earth-616),Neutral Characters,,Grey Hair,Male Characters,Marvel
Brad Gutman (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Clicker (Earth-616),,White Eyes,Bald,Male Characters,Marvel
Cybill (Earth-616),,Yellow Eyes,,Female Characters,Marvel
Dave Cambell (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Derek Zheng (Earth-616),Good Characters,,,Male Characters,Marvel
Doctor Jiroult (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
George Tremaine (Earth-616),Neutral Characters,,,Male Characters,Marvel
Holly (X-Corporation) (Earth-616),Good Characters,Variable Eyes,Variable Hair,Female Characters,Marvel
Jacinda Rodriquez (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Jenny (Dead Girl) (Earth-616),Neutral Characters,,,Female Characters,Marvel
Jeremy (Mutant) (Earth-616),Neutral Characters,,,Male Characters,Marvel
Jinx (NYPD) (Earth-616),,,,Male Characters,Marvel
Joan Jameson (Earth-616),Neutral Characters,,,Female Characters,Marvel
Joey Cascio (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Jorge Lukas (Earth-616),Good Characters,Black Eyes,No Hair,Male Characters,Marvel
Josette (Earth-616),Good Characters,Green Eyes,White Hair,Female Characters,Marvel
Jumbo Carnation (Earth-616),Neutral Characters,,Bald,Male Characters,Marvel
Kristal van Helden (Earth-616),Bad Characters,,Black Hair,Female Characters,Marvel
Lennox Capriati (Earth-616),Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Leona Tremaine (Earth-616),Neutral Characters,,,Female Characters,Marvel
Litigious Bradley (Earth-616),Good Characters,Brown Eyes,Bald,Male Characters,Marvel
Louis (FBI) (Earth-616),Neutral Characters,,Blond Hair,Male Characters,Marvel
Mandy (Mutant) (Earth-616),,Brown Eyes,Red Hair,Female Characters,Marvel
Marc Dale (Earth-616),,Black Eyes,Black Hair,Male Characters,Marvel
Maria Bonnaventura (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Marie Batroc (Earth-616),Bad Characters,,Blond Hair,Female Characters,Marvel
Mike Alexander (Earth-616),,,,Male Characters,Marvel
Milo Smutts (Earth-616),Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Mitchell Abrams (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Mr. Jones (Earth-616),Good Characters,,,Male Characters,Marvel
Mr. Taylor (Earth-616),Good Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Mrs. Cambell (Earth-616),Neutral Characters,,Red Hair,Female Characters,Marvel
Mrs. Taylor (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Namor McKenzie (N2) (Earth-616),Neutral Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Natalie Wood (Earth-616),Good Characters,Yellow Eyes,Blond Hair,Female Characters,Marvel
Nigel Blacque (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Noel Penrose (Earth-616),Neutral Characters,,,Male Characters,Marvel
Paolo Mantega (Earth-616),Neutral Characters,,Brown Hair,Male Characters,Marvel
Phillip Cambell (Earth-616),Neutral Characters,,Red Hair,Male Characters,Marvel
Rimi Withnail (Earth-616),Neutral Characters,Green Eyes,Red Hair,Female Characters,Marvel
Robert (Mutant) (Earth-616),Good Characters,Yellow Eyes,No Hair,Male Characters,Marvel
Rodrigo de Smith (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Roja Sanford (Earth-616),Good Characters,,Red Hair,Female Characters,Marvel
Rolanda (Earth-616),Neutral Characters,,,Female Characters,Marvel
Sanji Yamamoto (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Sentinel (Juston) (Earth-616),Good Characters,Red Eyes,No Hair,,Marvel
Spinach (Earth-616),Bad Characters,,Green Hair,Male Characters,Marvel
Stephanie Bradley (Earth-616),Good Characters,Brown Eyes,Bald,Female Characters,Marvel
Tasha (Mutant) (Earth-616),,Black Eyes,Black Hair,Female Characters,Marvel
Thought (Hand) (Earth-616),Bad Characters,,Bald,Male Characters,Marvel
Tillie Beezer (Earth-616),Neutral Characters,,Blond Hair,Female Characters,Marvel
Andy Hartnell (Earth-616),Good Characters,Black Eyes,Blue Hair,Male Characters,Marvel
Askid (Earth-616),Good Characters,Blue Eyes,White Hair,Male Characters,Marvel
Bartholomew Grice (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Dervish (The Arena) (Earth-616),,White Eyes,White Hair,Male Characters,Marvel
Doc (District X) (Earth-616),Neutral Characters,Brown Eyes,Bald,Male Characters,Marvel
Fatal Sisters (Earth-616),Good Characters,,Blond Hair,Female Characters,Marvel
Figment (Earth-616),Bad Characters,White Eyes,Red Hair,Female Characters,Marvel
Geech (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Germaine Caruso (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Hal Tolliver (Earth-616),,,,Male Characters,Marvel
Hayyan Zarour,,,,Male Characters,Marvel
Hilda (Earth-616),Good Characters,,Red Hair,Female Characters,Marvel
Jake Costanza (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Johan Schumann (Earth-616),Good Characters,Brown Eyes,Blond Hair,Male Characters,Marvel
Kagenobu Yoshioka (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Lamprey (The Arena) (Earth-616),,Yellow Eyes,No Hair,Male Characters,Marvel
Lariat (Earth-616),,Yellow Eyes,No Hair,Male Characters,Marvel
Laurie Caban (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Louis Dodson (Earth-616),,,Black Hair,Male Characters,Marvel
Makkamakkamaktsptoo (Earth-616),,,,Male Characters,Marvel
Manfred Jones (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Maria Murillo (Earth-616),,,Black Hair,Female Characters,Marvel
Markita (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Matthew (District X) (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Mrs. Berdeaux (Earth-616),Neutral Characters,,Red Hair,Female Characters,Marvel
Mrs. Costanza (Earth-616),,Blue Eyes,Red Hair,Female Characters,Marvel
Mrs. Falcone (Earth-616),Neutral Characters,,Black Hair,Female Characters,Marvel
Quills (Earth-616),,,Red Hair,Female Characters,Marvel
Rikuto (Earth-616),Good Characters,Black Eyes,Black Hair,Male Characters,Marvel
Rubin (Earth-616),Neutral Characters,,,Male Characters,Marvel
Sam Palmer (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Serafina Montoya (Earth-616),,,Blond Hair,Female Characters,Marvel
Sherman Weisman (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Silencer (Female) (Earth-616),Bad Characters,,,Female Characters,Marvel
Skitz (Earth-616),,,,Female Characters,Marvel
Stringfellow (Earth-616),Good Characters,,,Male Characters,Marvel
Sulumor (Earth-616),Good Characters,Blue Eyes,White Hair,Male Characters,Marvel
Tommy Reichert (Earth-616),,,Blond Hair,Male Characters,Marvel
Valerie Toomes (Earth-616),,Brown Eyes,Red Hair,Female Characters,Marvel
Vanessa (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Xixa Zenaya (Earth-616),,Blue Eyes,Blue Hair,Female Characters,Marvel
Xunanguero (Earth-616),Bad Characters,,,,Marvel
Zygo (Earth-616),,,,Male Characters,Marvel
Adam Essex (Earth-41001),Neutral Characters,,,Male Characters,Marvel
Ahmed (Tunnel Rats) (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Aldrich Killian (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Ali Kokmen (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Alicia Downing (Earth-616),Good Characters,,Blond Hair,Female Characters,Marvel
Alpha Ray (Earth-616),,White Eyes,Grey Hair,Male Characters,Marvel
Angel (Diamond Courier) (Earth-616),,Brown Eyes,Black Hair,Female Characters,Marvel
Anne Moore (Earth-616),Good Characters,Brown Eyes,Blond Hair,Female Characters,Marvel
Apocaledon (Earth-616),,Red Eyes,No Hair,,Marvel
Ashei (Earth-616),Good Characters,,,Male Characters,Marvel
Boar (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Butterfly-Bore (Earth-616),,,Bald,Male Characters,Marvel
Chad Barrow (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Charles Bohusk (Earth-616),Good Characters,,,Male Characters,Marvel
Connor Laughlin (Earth-616),,,Brown Hair,Male Characters,Marvel
David Jenkins (Earth-616),,,,Male Characters,Marvel
David Knox (Earth-616),,,,Male Characters,Marvel
Dimitriy Rasputin (Earth-616),,,,Male Characters,Marvel
Electrisha (Earth-616),,,Black Hair,Female Characters,Marvel
Emery Arceneaux (Earth-616),,Brown Eyes,Black Hair,Male Characters,Marvel
Esther (Angel) (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Francis Foley (Earth-616),,,Brown Hair,Male Characters,Marvel
Frank Ludlum (Earth-616),Neutral Characters,,Blond Hair,Male Characters,Marvel
Frankie (Earth-616),Bad Characters,Red Eyes,White Hair,Male Characters,Marvel
Gamiel (Earth-616),Neutral Characters,,,,Marvel
General Wallace (Earth-616),Neutral Characters,Blue Eyes,Grey Hair,Male Characters,Marvel
Giraffe-Man (Earth-616),Bad Characters,,,Male Characters,Marvel
Grace (Mutant) (Earth-616),,,Brown Hair,Female Characters,Marvel
Great Horned Owl-Man (Earth-616),Bad Characters,,,Male Characters,Marvel
Greenwich Guardian (Earth-616),Bad Characters,Brown Eyes,Blond Hair,Male Characters,Marvel
Greg Johnson (Earth-616),,,,Male Characters,Marvel
Grigory (Rasputin) (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Grigory Grigorievich Rasputin (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Groza (Earth-616),Good Characters,,Bald,Male Characters,Marvel
Hattie Saint-Ange (Earth-616),Neutral Characters,,Red Hair,Female Characters,Marvel
Highsmith (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Hyllus (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Jacob Eckhardt (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Jacob Pace (Earth-616),,,Black Hair,Male Characters,Marvel
Jaime Vanderwall (Earth-616),Good Characters,Green Eyes,Red Hair,Female Characters,Marvel
James Keller (Earth-616),,,,Male Characters,Marvel
Joe Self (Earth-616),Bad Characters,,,Male Characters,Marvel
John Crichton (Earth-616),,,,Male Characters,Marvel
Joy Bowen (Earth-616),,Blue Eyes,Blond Hair,Female Characters,Marvel
Karragan (Earth-616),Bad Characters,,,Male Characters,Marvel
Kathy Bohusk (Earth-616),Good Characters,,,Female Characters,Marvel
Katie Atkinson (Earth-616),Good Characters,,Red Hair,Female Characters,Marvel
Keitaro Ashida (Earth-616),,Black Eyes,Black Hair,Male Characters,Marvel
